n_queens;solve;8;0.0;2.05;na
n_queens;solve;9;0.0;1.55;na
n_queens;solve;10;47.01;13.66;0.12
n_queens;solve;11;0.0;3.36;na
n_queens;solve;12;723.11;204.71;0.14
n_queens;solve;13;210.94;57.12;0.13
queens_list;queens;8;0.0;1.22;na
queens_list;queens;9;0.0;1.22;na
queens_list;queens;10;0.0;1.23;na
queens_list;queens;11;0.0;1.26;na
queens_list;queens;12;0.0;1.51;na
queens_list;queens;13;0.0;3.3;na
queens_list;queens;14;47.16;14.44;0.13
queens_list;queens;15;372.55;112.46;0.15
queens_list;queens;16;5270.34;1864.22;0.17
