n_queens;solve;8;0;0.0;2.121243199999981
n_queens;solve;8;0;0.0;1.9298628999999892
n_queens;solve;8;0;0.0;2.1777545999999575
n_queens;solve;8;0;0.0;1.930169699999965
n_queens;solve;8;0;0.0;2.16786280000008
n_queens;solve;9;0;0.0;1.520575000000008
n_queens;solve;9;0;0.0;1.5760189000000082
n_queens;solve;9;0;0.0;1.5753667000000178
n_queens;solve;9;0;0.0;1.5520687999999154
n_queens;solve;9;0;0.0;1.5173612999999477
n_queens;solve;10;5;49253288.99957319;13.509152200000017
n_queens;solve;10;5;51313034.91312214;13.562781400000063
n_queens;solve;10;6;44696412.571633525;13.678341900000078
n_queens;solve;10;6;45828004.61173459;13.733620300000098
n_queens;solve;10;6;43978319.98827603;13.815543899999966
n_queens;solve;11;0;0.0;3.379408699999999
n_queens;solve;11;0;0.0;3.327044199999932
n_queens;solve;11;0;0.0;3.346792999999934
n_queens;solve;11;0;0.0;3.3695206999999527
n_queens;solve;11;0;0.0;3.352761800000053
n_queens;solve;12;100;732197870.9002358;205.08653549999997
n_queens;solve;12;99;709005016.5209769;202.47699190000003
n_queens;solve;12;99;703988309.3688339;201.52823479999984
n_queens;solve;12;100;711510064.2090513;203.49981060000005
n_queens;solve;12;103;758861419.2917501;210.9730985000001
n_queens;solve;13;27;209452498.955496;57.2294645999998
n_queens;solve;13;27;217000285.18941554;57.21273130000009
n_queens;solve;13;27;209118593.9671559;57.08603229999994
n_queens;solve;13;27;209576019.14654306;57.07615770000007
n_queens;solve;13;27;209566599.69214022;57.01337749999993
